,Lyrics,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
103,look eye see rainbow sky babi close know chérie ooh gon danc sea want chérie never seen girl joli want chérie chérie ooh take hand come look eye see rainbow sky babi close know chérie gon danc sea want chérie never seen girl joli want chérie chérie ooh take hand come gon danc sea want chérie never seen girl joli want chérie chérie gon danc sea want chérie never seen girl joli want chérie gon danc sea want chérie never seen girl joli want chérie chérie ooh take hand come,1,1,0,0,0,0,0,1
104,hand deck front back like like mma blow mind take floor like like front back like like mma blow mind like wast heart took last bit love ever took good girl turn bad kiss old bae good bye dead gone dead gone hand deck front back like like mma blow mind take floor like like front back like like mma blow mind like wast hard done death u apart watch fold like hous card kiss old goodby dead gone dead gone dead gone one one watch fall watch fall like domino take prison search destroy babi look done one one watch em go watch em fall like domino watch em go watch em go watch em go hand deck front back like like mma blow mind take floor like like front back like like mma blow mind like igg everi night anoth citi differ time zone wan get shine come deal iggi get mind blown new coup roof got mind gone shittin even play polit st laurent sneaker wear nike seen twice know got ta get money earli morn late night pull class leav wraith murder mommi design know murder case tell hate bitch go simmer get paper bout quick word get around poster wall hubbi hous get want far fashion rap run walkthrough cost hundr thou young iggi owww know tri realli gave everyth built babi let fall let fall want want back thing funni caus babi long gone long gone hand deck front back like like mma blow mind take floor like like front back like like mma blow mind like hand deck front back like like mma blow mind take floor like like front back like like mma blow mind like,0,0,0,0,0,1,1,0
105,alway dream better life better life alway thought come along along got kiss walk paradis paradis let go walk hand hand come babi hit light make room go right smash floor make pop go raw love deep need sleep feel like could night could night everyth alright got kiss walk paradis paradis feel like could night men summer sky summer sky season chang hous stay stay got burn feel start fire start fire give shout let make hot come babi hit light make room go right smash floor make pop go raw love deep need sleep feel like could night could night everyth alright got kiss walk paradis paradis feel like could night feel like could night night night night night come babi hit light make room go right smash floor make pop go raw love deep need sleep feel like could night could night could night everyth alright got kiss walk paradis paradis feel like could night,1,1,0,0,0,0,0,1
106,go nowher shame live somewher let leav gone go wrong somewher let caus tonight caus tonight caus tonight caus tonight caus tonight take hand let get famou caus tonight caus tonight take hand let get famou caus tonight go nowher shame live somewher let leav gone go wrong somewher let caus tonight caus tonight caus tonight caus tonight caus tonight take hand let get famou caus tonight caus tonight take hand let get famou caus tonight,0,0,0,0,1,0,0,1
107,hesit buy love wan spend money get wrong still gon spend money got fund let take quick vacat littl shop spree fanci destin spend could sugar daddi call honey honey blow rent whole shebang know throw parti act like birthday lot way make smile million way show devot mani way sway emot ooh ooh hesit buy love girl like chocol kiss rose want jewel gim shoe gim romanc ooh ooh hesit buy love gon let spoil today time come promis way need thank babi credit card love show babi come back could sugar daddi call honey honey blow rent whole shebang know throw parti act like birthday lot way make smile million way show devot mani way sway emot ooh ooh hesit buy love love love much want buy love tri tri million way show devot mani way sway emot ooh ooh hesit buy love girl like chocol kiss rose want jewel gim shoe gim romanc ooh ooh hesit buy love,1,0,0,0,0,0,0,1
108,lost feel like alon one guid home never far go wave crash heart wind blow far row hard anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor lost feel like alon one guid home never far go wave crash heart wind blow far row hard anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor anchor,0,1,0,0,0,0,0,0
109,holdin rope got ten foot ground hear say make sound yea tell mean go cut wait tell sorri think turn around say late apolog late said late apolog late take anoth chanc take fall take shot need like heart need beat yeaaaa love fire red turnin blue say sorri like angel heaven let think afraid late apolog late said late apolog late late apolog late said late apolog late said late apolog late said late apolog late holdin rope got ten foot ground,0,0,0,0,1,0,0,0
110,got whip got bottl let honest let real got cash got dolla stay drama let real let honest let real let honest let real uh keep real ya nigga feel walk bitch start film sittin man thotti as still grin honest hot mind comet fast life sometim feel like comic give fuck bitch without condom fat joke pocket lean back like reclin repres west side lotta peopl tri tell next guy batgang got tat left eye chain gang neck tie bitch know busi begin end never simpin never slippin sippin p r n build know complaint tenant real could call anyon want kill em bet said one stuntin let real let honest let real let honest let real let honest know deal let honest let real uh slow babe enough go round back drinkin like thirsti make section first place nah trippin shit nada say trickin got bitch bo like gotti rock tom ford still pop molli roll good cali ladeedade hommi door like shine egh feel like nobodi stop hot nigga bitch know hot stuff pull hot wheel ballin get yo hop got problem need hotlin nine one one ever call cop real could call anyon want kill em bet said one stuntin let real let honest let real let honest let real let honest know deal let honest let let real let let let let let let let real let,0,0,0,0,0,1,0,0
111,would take away fear love allegi pain fuck miss never like would give anyth chang fickl mind heart love fake shini thing fuck miss never like human see made made mistak pleas look face tell everyth okay caus got ooh never like human see made made mistak pleas look face tell everyth okay caus got ooh never like make wan stay hate sleep miss way tast fuck miss never like stop look eye like could disappear care fuck miss never like human see made made mistak pleas look face tell everyth okay caus got ooh never like human see made made mistak pleas look face tell everyth okay caus got ooh never like fall knee forgiv fuck fool beg darl pleas absolv sin fall knee forgiv fuck fool ooh beg darl pleas absolv sin human see made made mistak pleas look face tell everyth okay caus got ooh never like human see made made mistak pleas look face tell everyth okay caus got ooh never like babi babi pleas believ c mon take easi pleas ever leav ooh never like,0,0,1,0,1,1,0,0
112,walk neighborhood saw loud honey cold stood anywher go anywher go get use wake get use wake anywher go anywher go fire flood alway feel blood everyth fine hand rest next mine next mine fire flood sinc met feel light step mile away still feel anywher go anywher anywher go late night fall asleep lie right besid count sheep anywher go anywher anywher go anywher fire flood alway feel blood everyth fine hand rest next mine next mine fire flood listen said boy know know know fire flood alway feel blood everyth fine hand rest next mine next mine fire flood,1,1,0,0,0,0,0,0
113,smash mic karaok bar run late half make method act might pay bill soon enough differ role fill love feel hate part want work much drew plan chart car flip hot pursuit charact strong head loos hit like ecstasi come bang sens tarot card say bad blade rotat land pad better said darl best tire fall penros step hate feel love part realli want make work clearli want let start build water slide soon get home hit like ecstasi come bang sens wrong sure wors leav hit like ecstasi free cheaper seat come greek tragedi,0,0,1,0,1,0,0,0
114,got fast car want ticket anywher mayb make deal mayb togeth get somewher place better start zero got noth lose mayb make someth got noth prove got fast car got plan get u work conveni store manag save littl bit money drive far cross border citi get job final see mean live got fast car fast enough fli away got ta make decis leav tonight die way rememb drive drive car speed fast felt like drunk citi light lay u arm felt nice wrap round shoulder feel belong feel could someon feel could someon see old man got problem live bottl way say bodi old work bodi young look like mama went left want life could give said somebodi got take care quit school got fast car go cruis entertain still got job work market checkout girl know thing get better find work get promot move shelter buy bigger hous live suburb got fast car fast enough fli away got ta make decis leav tonight die way rememb drive drive car speed fast felt like drunk citi light lay u arm felt nice wrap round shoulder feel belong feel could someon feel could someon someon feel could someon,1,0,0,0,1,0,0,1
115,know see name flash light know penthous thousand foot sky girl think readi fall love dream scare big enough big enough quit job store take anymor climb harder fall got feel vertigo ran mile shore left footprint sand know someth run far long know see name flash light know penthous thousand foot sky girl think readi fall love dream scare big enough wan see name flash light want penthous thousand foot sky girl think readi fall love dream scare big enough big enough girl think readi fall love dream scare big enough monday surf bay get better everi day scare tri scare fail take wind sail heavi head wear crown enough weigh tri tip scale brother wish well close far tell wan see name flash light want penthous thousand foot sky girl think readi fall love dream scare big enough big enough girl think readi fall love dream scare big enough anoth one anoth one run dream scare,0,0,1,0,0,0,0,1
116,know human condit older oldest tradit one side say stop blow side say would stop opposit day night differ sun moon realiti dualiti need becom fraud impost fraud impost fraud impost fraud caus see two two jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name conflict let fate rule stupid thing like fool time wast time face face opposit day night differ sun moon realiti dualiti need becom fraud impost fraud impost fraud impost fraud caus see two two jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name mani voic insid head tell go say take fast say take slow drivin windi road bipolar go tri keep straight end hole ever want know one day lex luthor next think superman walkin water sinkin sand dang thought innoc blood hand opposit day night differ sun moon realiti dualiti need becom fraud impost fraud impost fraud impost fraud caus see two two jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name jekyl jekyl jekyl jekyl hyde name need becom,0,0,1,0,1,1,0,0
117,long long slide separ side believ bad slit throat ever long long long long long long slide separ side believ bad slit throat ever long long long long,0,0,1,0,1,1,0,0
118,knight shine armor movi would put lip mine love aftertast ghost call name look right reason alon masturb tri fix pride shit broken shit broken lie lie lie lie l lie tri hide know time low low low low low low low low low low low low low low low low low low prototyp like three stack cd exampl perfect candid girlfriend say want see reason concentr tri fix pride shit broken shit broken lie lie lie lie l lie tri hide know time low low low low low low low low low low low low low low low low low low tri fix pride shit broken shit broken lie lie lie lie l lie tri hide know time low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low lie l lie tri hide know time hey low low low low low low low low low low low low low low low low low low,0,0,0,0,1,0,0,0
119,trap god servin whole world ay gold babi ay cloth babi ay dough babi banger know tryna blow babi ay gon save money ay gon save money ay gon save money gone save money rap game got wrong bout go spend money flex realli got like ya type motherfuck check check math never gettin rob margarita goin card bout split damn thing conveni sake restaur workin waitress heard lil dave l jew biz major fuck know bout world rais save money sinc motherfuck thirteen wear pair jean everyday free sale homi two stamp away book flight decemb leav may drug gener still work get login netflix cousin greg ay gold babi ay cloth babi ay dough babi banger know tryna blow babi ay gon save money ay gon save money ay gon save money gone save money luggag louie v swear god nigga bitch scare put rod em bitch actin thotti disregard bitch actin holi got god em teach lil nigga somethin preach take as church fresh hell easter make as burp like babi without hiccup quan save money though know full vers would expens anyway think parkin unless meter green homi hair cut sever month homi hit motherfuckin light leav homi singl pli tp as bleed air b b mother fucker least never cali fuck compani delawar happi hour takin chicken even care appli date wing peep matine phone bill got motherfuckin fam 401k rollin band coppin sweater summer went sail em fuck rapper brag bout overpay ay gold babi ay cloth babi ay dough babi banger know tryna blow babi ay gon save money ay gon save money ay gon save money gone save money never hit bar cover low thread count hard cover free trial membership though never join shit though fuck think though frequent fli like motherfuckin finch tho gener tso half dozen stick whet appetit dick talkin ac never noth blow fan walgreen card shoppin brand boy go hard collect got venmo save everi motherfuckin roach tryna smoke check cloth drawer playin around ld lil boy mr hand dirti drawer gettin worn blame think got four fifti quarter well fuck ay gold babi ay cloth babi ay dough babi banger know tryna blow babi ay gon save money ay gon save money ay gon save money gone save money everyon nigga tryna play late stackin crazi stayin ben babi 800k underneath bed babi restaur got ice coffe waiter refillin without word caution get fuckin bill see em doubl chargin coffe told em problem sing long like ohh doubl charg doubl charg like ohh doubl charg caus might ask ice cube worth ice cube worth differenti make non free perk might make work difficult need think take minut let breath b think bro saw get burger bacon side look price side bacon compar differ cheeseburg vers bacon cheeseburg make decis would hate waiter tryin tell someth differ imma get yelp minut review piec shit place like kike know unless take extra coffe might get loud unless accid even mean embarrass,0,0,0,0,0,1,0,1
120,roof fallin let love fallin know roof fallin let love fallin know roof fallin let love fallin know roof fallin let love gold gold teeth gold gold teeth care say mma bite feel gold teeth miss basement gold teeth brother good substitut love love never let go roof fire never let know say sorri honey never realli show could leav parti without ever let know without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know without ever let know zillion dollar smile smellin kinda loud eye like chinatown muddi cup savag moneybag addict pill popper know daddi caught magic caught karat could make love like rabbit hol white gold mouth dog roof roof fire watch whole hous fall hol tunechi remix kiiara lit caught teeth shit tunechi kii kii shit yellow gold follow yellow brick road lettin em go without ever lettin know roof fallin let love fallin know mula roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know without ever let know gold gold teeth gold gold teeth tast like money speak gold gold teeth miss basement gold teeth bodi pavement love love never let go roof fire never let know say sorri honey never realli show could leav parti without ever let know without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know roof fallin let love without ever let know roof fallin let love fallin know without ever let know,0,0,0,0,0,1,1,0
121,thousand mile comfort travel land sea long place rather would wait forev exult sea long heart continu beat everi step take kyoto bay stroll casual differ gave anoth name switch batteri gave chanc would take shot dark make know heart shame place rather n n place rather n n place rather n n place rather stake mission find inner peac make everlast noth incomplet easi sacr simplic long togeth place rather everi step take kyoto bay stroll casual differ gave anoth name switch batteri gave chanc would take shot dark make know heart shame place rather n n place rather n n place rather n n place rather place rather gave chanc would take shot dark make know heart shame place rather n n place rather n n place rather n n place rather place rather,1,1,0,0,0,0,0,0
122,five clock tri wake bed tire go fine know dream come true love let go let go five mile away make smile make smile love let go let go five mile away make smile make smile five clock tri wake bed tire go fine know dream come true keep keep faith five clock tri wake bed tire go fine know dream come true keep keep faith love wan let know let know five time per day make smile make smile love wan let knooooow let know five time per day make smile make smile five clock tri wake bed tire go fine know dream come true keep keep faith five clock tri wake bed tire go fine know dream come true keep keep keep,1,1,0,0,0,0,0,1
123,crash hit wall right need miracl hurri need miracl strand reach call name around say name around need need need right need right let let let think lose mind head darl hope need let let let let let let let let run time realli thought side nobodi side need need need right need right let let let think lose mind head darl hope need let let let let let let let let let let think lose mind think lose mind need need need right need right let let let think lose mind head darl hope need let let let let let let let said let let let let,0,0,1,1,1,0,0,0
124,feel feel feel feel feel air feel feel feel feel feel air feel buzz trust someth air someth like dream state call clean break feel buzz babi feel buzz feel air like kush cloud stuck ceil come get roll around eye tight slow motion weed shit crawl like lac lac lac know act act act level know bass see face fifteen knockin trippin trebl round round go light flash atmospher see doubl get troubl bodi like crystal clear happenin shawti pictur perfect caption shawti askin shawti get lost tonight wake like happen shawti feel feel feel air feel feel air feel buzz trust someth air someth like dream state even see straight feel buzz babi feel buzz feel feel babi feel babi feel buzz said feel buzz buzz,0,0,0,0,0,0,0,1
125,fresh cut grass one cold beer thank lord summer dress favorit park bless soul wide awak point dream life great celebr feel celebr feel complain much day believ okay complain much day believ okay sleep believ okay sun kiss skin lip thank lord firefli dark bless soul wide awak point dream life great celebr feel celebr feel complain much day believ okay complain much day believ okay sleep believ okay okay okay complain much day believ okay complain much day believ okay complain much day believ okay sleep believ okay,1,1,0,0,0,0,0,0
126,think univers side heaven earth final align day good way sprinkl stardust pillow case like moon beam brush across face night good way make sing oooh oooh make sing oooh oooh make sing see color differ way make matter fade grey life good way make sing oooh oooh make sing oooh oooh make sing caus shine bright bright get lost eye shine bright bright bright bright make sing oooh bright oooh bright shine oooh bright oooh bright caus shine bright bright bright bright bright bright get lost eye shine oooh bright oooh bright shine oooh bright oooh bright shine bright,1,1,0,0,0,0,0,0
127,girl want caus dirti laundri think know control money want someth start show control man see shit spotlight found receipt last night back jean keep real right wan fuckin feel right work long day till night time want know deal like think know keep seal tight doin thing want like girl cocain backsid know girl want caus dirti laundri let go girl want caus dirti laundri think know control money want someth start show control girl want caus dirti laundri know girl want wan tell everyth hide lie wan tell everyth hide lie hide hide girl want caus dirti laundri think know control money want someth start show control control girl want caus dirti laundri know,0,0,1,0,1,1,0,0
128,tri hard keep keep head thought right guess right alway thought love fight could tear come back life guess live alway set back add wrong u slam door shut yet hear wont sleep tonight wont leav hous see shake wont let make right wont leav hous fix somehow tri hard lift lie never show cold foot pride guess kill alway see light eye even though know fight guess cant win alway set back add wrong u turn walk yet hear wont sleep tonight wont leav hous see shake wont let make right wont leav hous fix somehow fix somehow wont say wont say wont say done wont say done let go wont let go wont say done wont say done wont let go wont let go hear wont sleep tonight wont leav hous see shake wont let make right wont leav hous fix somehow hear wont sleep tonight wont leav hous see shake wont let make right wont leav hous fix somehow fix somehow fix somehow,0,0,0,0,1,0,0,1
129,babi came lightn strike everi time move everybodi watch look babi came lightn strike everi time move everybodi watch look go fast till replay know got ta way say noth need say place leav babi came lightn strike everi time move everybodi watch look babi came lightn strike everi time move babi came lightn strike everi time move everybodi watch look,1,1,0,0,0,0,0,0
130,fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law real hustler knock law profit law club without bottl law gon ball today fuck tomorrow law kitchen whip tri cook sauc sat talk nigga law balmain mannequin fresher doll look damn fresh shit law live life like rule game call forti law money money homi fuck none broad hustl show bitch lost love never got pussi want head first night need turn law love first sight man fuck bitch beef bout nigga law nigga beef bitch fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law got gun everi nigga news report work four law order girl get must support turnt tri fuck somebodi daughter piec bottl boy let find let find let find home girl shoe bitch let find let find let find tri steal swag copi right infring rock white white look dingi brokest bitch alway tri say independ pick real bitch bad bitch feel fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law real hustler knock law profit law club without bottl law gon ball today fuck tomorrow law paper plastic p p law cash deliveri c law hush mouth time let em teach law never bite hand man feed law forget butter bread get amnesia law sleep one eye close back door sneak law know bail bond man lawyer number heart law interrog keep tongu park law push lot push lot pack nine pack nine bitch dime bitch dime curvi fine curvi fine halv bread halv dough sell rap show powder nose dro mendocino indoor outdoor got play game life til game death law bitch stir hella mess law pray paper pray law dab two gun hand ak law fuck bitch fuck dawg law come forget dawg law street nigga fuck law broke nigga law real hustler knock law profit law club without bottl law gon ball today fuck tomorrow law,0,1,0,0,0,1,0,0
131,god go insan chase pleas leav see heart wash away left cold piti let lose better run better run time noth better run better run rememb hurt bad tabl turn apocalyps come rememb left sad end learn rain hell angel could bad say lose faith know live prayer time keep slip away watch burn hous made piti let lose better run better run time noth better run better run rememb hurt bad tabl turn apocalyps come rememb left sad end learn rain hell angel could bad god go insan know live prayer see heart wash away left cold god go insan chase pleas leav see heart wash away better run better run rememb hurt bad tabl turn apocalyps come rememb left sad end learn rain hell angel could bad rememb hurt bad tabl turn apocalyps come rememb left sad end learn rain hell angel could bad,0,0,0,0,1,0,1,1
132,dream big loud jump high touch cloud wo wo stretch hand sky danc monster night wo wo never gon look back woah never gon give pleas wake gon best day life li ife gon best day life li ife howl moon friend sun came crash wo wo possibl limit epiphani wo wo never gon look back woah never gon give wake gon best day life li ife gon best day life li ife hear call outsid window feel soul soul star burn bright sun til midnight say lose control control gon best day life li ife gon best day life li ife gon gon gon best day life everyth look everybodi gon best day life li ife,1,1,0,0,0,0,0,1
133,wan make feel good summer night cri babi endless tear bring em babi gon make right gon love life hold let go gon recogn never die gon turn ship gold wan make feel good wan make feel good wan make feel good wan make feel good wan make feel good tell problem mayb solv wan make feel good know easi girl need tonight caus fire need reason burn turn make feel good wan make feel good see way life chang babi new day babi gon make see good thing come free glow love remedi promis guarente go wan make feel good wan make feel good wan make feel good wan make feel good wan make feel good tell problem mayb solv wan make feel good know easi girl need tonight caus fire need reason burn turn make feel good wan make feel good babi true babi true babi true babi true wan make feel good babi wan make feel good wan make feel good tell problem mayb solv wan make feel good know easi girl need tonight caus fire need reason burn turn make feel good wan make feel good,0,1,0,0,0,0,0,1
134,feel familiar rememb step break pick piec danger know unpredict destruct know critic sweet mistak watch break enough want love aftershock back forth even paid price let go danger know unpredict destruct know critic sweet mistak watch break enough want love aftershock aftershock,0,0,1,0,0,1,0,1
135,work money till get gold everi friday mornin work money till get gold caus get enough work money till get gold everi friday mornin work money till get gold caus get enough start noth still got world give much posit fact everybodi said cool payin due make long stori short got nothin lose get ever goin back get ever goin back one hundr percent pure grindin get ever goin back get ever goin back one hundr percent pure grindin work money till get gold everi friday mornin work money till get gold caus get enough work money till get gold everi friday mornin work money till get gold caus get enough tri make dollar fifteen cent understand money spent mama told boy got sens put togeth pay rent place place never caught chang chang made get ever goin back get ever goin back one hundr percent pure grindin get ever goin back get ever goin back one hundr percent pure grindin work money till get gold everi friday mornin work money till get gold caus get enough work money till get gold everi friday mornin work money till get gold caus get enough work money till get gold everi friday mornin work money till get gold caus get enough,0,0,0,0,0,0,0,1
136,hard give damn stick stone bone shook long ghost insid head keep float night long pray gone like ooh ooh think forgotten sleep oooh ooh think forgotten sleep wan close eye caus wan stay aliv fight beast insid caus wan close eye wan close eye caus wan stay aliv fight beast insid wan close eye danc gallow lose come undon need help sick throw penni wish well caus everyon go straight hell like ooh ooh think forgotten sleep ooh ooh think forgotten sleep wan close eye caus wan stay aliv fight beast insid caus wan close eye wan close eye caus wan stay aliv fight beast insid caus wan close eye wan close eye fight beast insid wan close eye fight beast insid wan close eye fight beast insid wan close eye caus wan stay aliv fight beast insid caus wan close eye eye,0,0,1,0,1,0,1,0
137,world lone place hide see till open eye see light futur bright hold tight never let go love one million put fight make love one million lose heart sure fall apart sun everyth love one million one million,1,1,0,0,0,0,0,1
138,drunk tonight wait day wait day fall take surpris take surpris caus thought insid mind bring natur high got fade feel right stay run wild readi love jump wild readi readi readi love readi love readi love readi love readi love readi love readi love readi love want closer tonight tonight show take surpris take surpris caus thought insid mind bring natur high got fade feel right stay run wild readi love jump wild readi readi readi love readi love readi love readi love readi love readi love readi love readi love,1,1,0,0,0,0,0,1
139,landlord said rent due noth new duck dodg dive away wan take school around world found noth true poor poor road knock door said leav alon nobodi home knock door said leav alon nobodi home give moment begin live moment owe rent take think run base must think run ace got left save save save toy car paper plane favorit thing toy car paper plane favorit toy car paper plane favorit thing toy car paper plane favorit girlfriend act rude good duck dodg dive away wan sit chill two might coulda coupl thing prove overdu choos stay give dollar get involv knock door said leav u alon nobodi home knock door said leav u alon nobodi home way wish well flip penni wish well watch rippl grew think run base must think run ace got left save save save toy car paper plane favorit thing toy car paper plane favorit toy car paper plane favorit thing toy car paper plane favorit told rich man spread rich underneath foot poor dream watch step watch step dream watch step toy car paper plane favorit thing toy car paper plane favorit toy car paper plane favorit thing toy car paper plane favorit,0,0,0,0,1,0,1,1
140,know wait long see stop feel kick feel mercuri rise feel baselin bump hear rhythm got heart beat pump stop control feel overload overload heh stop control feel overload overload heh know wait long see stop feel kick feel mercuri rise feel baselin bump hear rhythm got heart beat pump stop control feel overload overload heh stop control feel overload overload heh,1,0,0,0,0,0,0,1
141,pleas lay littl longer weight shoulder hold day get much darker feel ever around think love right besid think u alway find heart lost know guid think littl thing still remind day reflect like stranger much braver braver save save demon teach defeat leav peac think love right besid think u alway find heart lost know guid think littl thing still remind live like noth left lose turn back everyth knew settl silenc room remind remind remind remind think love right besid think u know find heart get lost know guid think littl thing still remind think littl thing still remind life remind,0,1,1,0,1,0,0,0
142,name call night could pull wool polit like darl call night bull polit like know mani woman want life like everi woman end wife even go away even go away even go away even go away classic man could mean look clean classic man call like young og classic man need get met street eleg old fashion man babi classic man burn hood like whoa everybodi feel cold cool like nat king cole nigga get bit glow got charm like leprechaun mummafunka fuck wrong mummafunka treat like mummafunka live law mummafunka even go away even go away even go away even go away classic man could mean look clean classic man call like young og classic man need get met street eleg old fashion man babi classic man burn gate like whoa everybodi get know love life live like gold nigga wan get glow got mad love crew mummafunka man mummafunka shine bright like jewel mummafunka even fire cool mummafunka even go away even go away even go away even go away classic man could mean look clean classic man call like young og classic man need get met street eleg old fashion man babi classic man keep glove dirti hand clean got keep busi famili fat fill pantri nigga slang cain like dandi tell go pull rubber band pull envelop ladi elbow show everi madam team top gener got readi war war get door door get em get em know get em caus live shit classic man could mean look clean classic man call like young og classic man need get met street eleg old fashion man babi classic man,0,1,0,0,0,0,0,0
143,use believ burnin edg somethin beauti somethin beauti sell dream smoke mirror keep u waitin miracl miracl say go darkest day heaven heartbreak away never let go never let hell ride drive edg knife never let go never let give nah nah nah give nah nah nah let love let love give nah nah nah give nah nah nah let love let love babi babi fall asleep wheel got million mile ahead u mile ahead u need rude awaken know good enough know good enough say go darkest day heaven heartbreak away never let go never let hell ride drive edg knife never let go never let give nah nah nah give nah nah nah let love let love give nah nah nah give nah nah nah let love let love babi babi never let go never let go never let go never let go never let go never let go never let go never let go never let go never let go never let go never let go give nah nah nah give nah nah nah let love let love give nah nah nah give nah nah nah let love let love,0,1,0,0,0,0,0,1
144,fight flame fire hang onto burn wire care anymor fade lover keep wast color mayb let go fall apart still hold togeth pass end chase forev caus know feel know ride bike road street right citi go everywher go chicago coast tell hit let go blow smoke right window caus know caus know caus know never face one bed differ cover care anymor two heart still beat differ rhythm mayb let go fall apart still hold togeth pass end chase forev caus know feel know ride bike road street right citi go everywher go chicago coast tell hit let go blow smoke right window caus know caus know caus know,0,0,0,0,1,0,0,0
145,wash away day night reach make alright know know push pull tear u apart memori worth scar know know love crash break away wash sea lose everyth lose everyth tidal wave drown sink deeper hold love love memori keep rush hold love love love rise rip tide dive fear eye tri keep tri silenc break current get loud thought live without tri keep tri love crash break away wash sea lose everyth lose everyth tidal wave drown sink deeper hold love love memori keep rush hold love love never gon find u anchor deep sea never gon find u caus search treasur gold never gon find u anchor deep sea never gon find u caus search treasur gold drown sink deeper hold love love memori keep rush hold love love drown sink deeper hold love love memori keep rush hold love love,0,1,1,0,1,0,0,0
146,go right leav town break go right leav town escap know gon end far gon bend never gon walk away god wish let forgiven sin stop push push away stop feel like need let fix let fix go right leav town break go right leav town escap boogi ground higher cloud see soul knew worth come look deserv everi piec make whole stop feel like need let fix let fix go right leav town break go right leav town escap let fix stop feel like need let fix let fix,0,0,0,1,0,0,0,1
147,clumsi head mess caus got grow taller everyday giant littl man world heart pump big could burst tri hard let show got feel like step build car boat swear could touch sky ten foot tall ten foot tall care afraid safe arm let break put sign cloud know ever come tri hard let show got feel like step build car boat swear could touch sky ten foot tall ten foot tall build make never build noth someth someth dust tri hard let show got feel like step build car boat swear could touch sky ten foot tall ten foot tall,1,1,0,0,0,0,0,0
148,woke even hear heart beat im fall knee ask cuz figur guess spell time long way round stand fear tell feel way want here word tropic sound wish hear loud stand till sun go here word tropic sound here word tropic sound sparkl sun rise night give show bright side know what mind let show tonight time long way round stand fear shown feel still way want here word tropic sound wish hear loud stand till sun go here word tropic sound time long way round stand fear shown feel still way want here word tropic sound wish hear loud stand till sun go here word tropic sound,0,0,1,0,0,0,0,1
149,everybodi get high sometim know els feel low take deep breath let go drown feel sink jump right cold cold water although time may take u differ place still patient hope know let go lifelin tonight let go lifelin tonight caus get lost sometim know learn grow wan lay til old fight feel sink jump right cold cold water although time may take u differ place still patient hope know let go let go lifelin tonight let go lifelin tonight come come save rock boat wan stay afloat alon hope someon gon take home somewher rest soul need know let go let go lifelin tonight let go lifelin tonight let go let go,1,1,1,0,1,0,0,0
150,bed made preciou memori run away look bigger stage blind light someth someth find go back home place belong noth like noth like take back home blood run soul describ noth like vagabond swam across devil pond let comfort famili deliv fantasi star shine differ differ kind light go back home place belong noth like noth like take back home blood run soul describ noth like go back home place belong noth like take back home blood run soul describ take back home place belong noth like noth like take back home blood run soul describ noth like take back home place belong noth like noth like take back home blood run soul describ noth like,0,1,0,0,0,0,0,1
151,born play ground feel dream grow flower street backyard schoolyard run run rebel wild brave blank canva escap never know go run run wan let go alright feel soul tonight kid day die way young soul dri burn sun never grow never grow never grow never grow soldier king queen tomorrow use hide out night run run forev young make believ til come true never know go run run wan let go alright feel soul tonight kid day die way young soul dri burn sun never grow never grow never grow never grow kid kid live forev young wo wo kid kid live forev young kid kid live forev young kid kid live forev young forev young forev young forev young forev forev kid day die way young wo soul dri burn sun wo never grow never grow never grow never grow kid day die way young wo wo soul dri burn sun wo wo never grow never grow never grow never grow,0,0,0,0,1,0,0,0
152,swoop canyon remind feel air fall face face get lost moment arm eye open foot get farther place place dead night get cold feel warmth insid like know count wave fight great escap one night get away meet canyon deep end meet canyon wait wait want keep secret cover track leav one know divin feel like found heaven hang everi second soul someth steal steal dead night get cold feel warmth insid like know count wave fight great escap one night get away meet canyon deep end meet canyon wait wait,1,0,0,0,0,0,0,1
